brand,model,year,km,color,date,fuel,gear,engine_volume,engine_power,price
MercedesBenz,MercedesBenz C 200 BlueTEC AMG,2015,62.000,Beyaz,13 Mayıs 2020,Dizel,Otomatik,1598,136,313.000
MercedesBenz,MercedesBenz C 200 BlueTEC Fascination,2016,141.000,Beyaz,13 Mayıs 2020,Dizel,Otomatik,1598,136,273.000
MercedesBenz,MercedesBenz C 200 BlueTEC AMG,2017,29.000,Kırmızı,13 Mayıs 2020,Dizel,Otomatik,1598,136,374.500
MercedesBenz,MercedesBenz C 180 AMG 7G-Tronic,2016,73.000,Beyaz,13 Mayıs 2020,Benzin,Otomatik,1595,156,286.900
MercedesBenz,MercedesBenz C 200 BlueTEC AMG,2017,50.000,Beyaz,13 Mayıs 2020,Dizel,Otomatik,1598,136,339.750
MercedesBenz,MercedesBenz D,1987,250.000,Bordo,13 Mayıs 2020,Dizel,Düz,1997,75,24.500
MercedesBenz,MercedesBenz 220 CDI Avantgarde,2002,250.000,Siyah,13 Mayıs 2020,Dizel,Yarı Otomatik,2001 - 2500,126 - 150,125.000
MercedesBenz,MercedesBenz C 250 CGI Fascination,2011,80.000,Beyaz,13 Mayıs 2020,Benzin,Yarı Otomatik,1601 - 1800,201 - 225,187.000
MercedesBenz,MercedesBenz C 200 Kompressor Sport,1996,525.000,Yeşil,13 Mayıs 2020,Benzin,Düz,1998,192,42.950
MercedesBenz,MercedesBenz 180 Elite,2013,133.000,Beyaz,13 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,226.000
MercedesBenz,MercedesBenz SE,1988,224.000,Lacivert,13 Mayıs 2020,Benzin,Otomatik,2501 - 3000,151 - 175,38.000
MercedesBenz,MercedesBenz E,1990,258.000,Füme,13 Mayıs 2020,Benzin,Otomatik,1801 - 2000,101 - 125,52.900
MercedesBenz,MercedesBenz 200 Elegance,2000,375.000,Lacivert,13 Mayıs 2020,Benzin,Yarı Otomatik,1801 - 2000,126 - 150,75.000
MercedesBenz,MercedesBenz C 200 D AMG,2018,10.256,Beyaz,13 Mayıs 2020,Dizel,Otomatik,1401 - 1600,151 - 175,385.000
MercedesBenz,MercedesBenz 180 AMG Premium,2014,132.562,Siyah,13 Mayıs 2020,Benzin,Otomatik,1595,156,285.000
MercedesBenz,MercedesBenz 180 CDI AMG,2014,170.000,Beyaz,13 Mayıs 2020,Dizel,Otomatik,1462,109,176.500
MercedesBenz,MercedesBenz C 320 Elegance,2003,163.000,Gri,13 Mayıs 2020,Benzin,Yarı Otomatik,3001 - 3500,201 - 225,92.500
MercedesBenz,MercedesBenz 250 CDI Elite,2013,207.000,Beyaz,13 Mayıs 2020,Dizel,Yarı Otomatik,2001 - 2500,201 - 225,309.900
MercedesBenz,MercedesBenz 250 CDI Premium,2012,330.000,Beyaz,13 Mayıs 2020,Dizel,Yarı Otomatik,2001 - 2500,201 - 225,213.900
MercedesBenz,MercedesBenz 200 AMG,2014,84.000,Beyaz,13 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,208.750
MercedesBenz,MercedesBenz 350 350 CDI L,2010,222.000,Siyah,13 Mayıs 2020,Dizel,Yarı Otomatik,2501 - 3000,226 - 250,425.000
MercedesBenz,MercedesBenz C 200 BlueTEC Exclusive,2017,25.500,Beyaz,13 Mayıs 2020,Dizel,Otomatik,1598,136,352.750
MercedesBenz,MercedesBenz C 200 BlueTEC Exclusive,2017,26.000,Beyaz,13 Mayıs 2020,Dizel,Otomatik,1598,136,352.500
MercedesBenz,MercedesBenz C 200 d BlueTEC Exclusive,2017,26.000,Beyaz,13 Mayıs 2020,Dizel,Otomatik,1598,136,352.500
MercedesBenz,MercedesBenz 320,2001,330.000,Gri (Gümüş),13 Mayıs 2020,LPG &amp; Benzin,Otomatik,3199,224,118.000
MercedesBenz,MercedesBenz 200 AMG,2014,73.500,Beyaz,13 Mayıs 2020,Benzin,Otomatik,1595,156,204.000
MercedesBenz,MercedesBenz 180 D AMG,2016,285.000,Füme,13 Mayıs 2020,Dizel,Otomatik,1461,109,212.000
MercedesBenz,MercedesBenz 180 D AMG,2016,74.600,Gri,13 Mayıs 2020,Dizel,Otomatik,1461,109,263.800
MercedesBenz,MercedesBenz E,1990,348.000,Siyah,13 Mayıs 2020,Benzin,Otomatik,1801 - 2000,76 - 100,38.750
MercedesBenz,MercedesBenz C 180 Fascination,2014,117.000,Beyaz,13 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,229.900
MercedesBenz,MercedesBenz C 180 BlueEFFICIENCY AMG,2010,163.000,Beyaz,13 Mayıs 2020,Benzin,Otomatik,1597,156,134.000
MercedesBenz,MercedesBenz 250 EditionE,2015,170.000,Gri,13 Mayıs 2020,Benzin,Yarı Otomatik,1801 - 2000,201 - 225,295.000
MercedesBenz,MercedesBenz 200 Kompressor Elegance,1999,300.000,Gri,13 Mayıs 2020,Benzin,Otomatik,1998,186,87.000
MercedesBenz,MercedesBenz C 180 BlueEFFICIENCY Fascination,2012,158.000,Siyah,13 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,149.000
MercedesBenz,MercedesBenz C 180 BlueEFFICIENCY Fascination,2013,112.900,Beyaz,13 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,178.000
MercedesBenz,MercedesBenz A 180 d AMG,2018,53.000,Füme,13 Mayıs 2020,Dizel,Yarı Otomatik,1401 - 1600,101 - 125,264.500
MercedesBenz,MercedesBenz C 220 CDI Elegance,2003,238.000,Gri,13 Mayıs 2020,Dizel,Yarı Otomatik,2001 - 2500,126 - 150,96.000
MercedesBenz,MercedesBenz 200,1995,250.000,Kırmızı,13 Mayıs 2020,Benzin,Düz,1997,136,55.000
MercedesBenz,MercedesBenz C 200 BlueTEC Exclusive,2015,90.000,Füme,13 Mayıs 2020,Dizel,Otomatik,1598,136,285.000
MercedesBenz,MercedesBenz C 200 BlueTEC Exclusive,2016,86.700,Mavi,13 Mayıs 2020,Dizel,Otomatik,1598,136,310.000
MercedesBenz,MercedesBenz A 180 CDI BlueEFFICIENCY AMG,2014,126.000,Beyaz,13 Mayıs 2020,Dizel,Yarı Otomatik,1461,109,186.500
MercedesBenz,MercedesBenz 280 Elegance,1997,320.000,Lacivert,13 Mayıs 2020,Benzin,Otomatik,2799,204,67.500
MercedesBenz,MercedesBenz A 200 BlueEFFICIENCY AMG Sport,2012,100.000,Beyaz,13 Mayıs 2020,Benzin,Yarı Otomatik,1595,156,176.750
MercedesBenz,MercedesBenz C 180 BlueEFFICIENCY AMG,2011,85.000,Gri,13 Mayıs 2020,Benzin,Otomatik,1401 - 1600,151 - 175,158.750
MercedesBenz,MercedesBenz C 180 AMG 7G-Tronic,2016,101.000,Beyaz,13 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,279.900
MercedesBenz,MercedesBenz 250 CGI BlueEFFICIENCY Elegance,2010,192.000,Beyaz,13 Mayıs 2020,Benzin,Yarı Otomatik,1601 - 1800,201 - 225,205.000
MercedesBenz,MercedesBenz 400 400 L,2017,26.385,Siyah,13 Mayıs 2020,Dizel,Otomatik,2501 - 3000,326 - 350,1.760.000
MercedesBenz,MercedesBenz C 200 d BlueTEC Comfort,2018,34.000,Beyaz,13 Mayıs 2020,Dizel,Otomatik,1598,136,330.000
MercedesBenz,MercedesBenz C 200 BlueTEC AMG,2017,32.000,Beyaz,13 Mayıs 2020,Dizel,Otomatik,1598,136,335.000
MercedesBenz,MercedesBenz 200 Avantgarde,1999,246.000,Gri,13 Mayıs 2020,Benzin,Yarı Otomatik,1801 - 2000,176 - 200,82.500
MercedesBenz,MercedesBenz A 180 d Style,2018,27.000,Siyah,13 Mayıs 2020,Dizel,Yarı Otomatik,1401 - 1600,101 - 125,246.750
MercedesBenz,MercedesBenz 300 300 D,1988,325.000,Gri,13 Mayıs 2020,Dizel,Otomatik,2501 - 3000,126 - 150,48.750
MercedesBenz,MercedesBenz B 180 CDI BlueEFFICIENCY,2014,84.395,Siyah,13 Mayıs 2020,Dizel,Yarı Otomatik,1401 - 1600,101 - 125,169.750
MercedesBenz,MercedesBenz 250 CGI Dynamic,2012,124.500,Beyaz,13 Mayıs 2020,Benzin,Yarı Otomatik,1601 - 1800,201 - 225,239.500
MercedesBenz,MercedesBenz 180 Edition E,2019,0,Siyah,13 Mayıs 2020,LPG &amp; Benzin,Otomatik,-,551 - 575,1.700.000
MercedesBenz,MercedesBenz 250 CDI AMG,2011,168.306,Beyaz,13 Mayıs 2020,Dizel,Otomatik,2001 - 2500,201 - 225,238.500
MercedesBenz,MercedesBenz 220 CDI BlueEFFICIENCY,2012,142.000,Beyaz,13 Mayıs 2020,Dizel,Yarı Otomatik,2001 - 2500,151 - 175,295.000
MercedesBenz,MercedesBenz 180 Exclusive,2018,40.000,Siyah,13 Mayıs 2020,Benzin,Otomatik,1595,156,499.500
MercedesBenz,MercedesBenz A 180 d AMG,2017,40.781,Füme,13 Mayıs 2020,Dizel,Otomatik,1401 - 1600,101 - 125,237.500
MercedesBenz,MercedesBenz C 180 AMG 9G-Tronic,2017,42.000,Gri,13 Mayıs 2020,Benzin,Otomatik,1595,156,412.500
MercedesBenz,MercedesBenz C 200 BlueTEC AMG,2020,0,Beyaz,13 Mayıs 2020,Benzin,Otomatik,1401 - 1600,176 - 200,479.000
MercedesBenz,MercedesBenz C 200 BlueTEC AMG,2018,32.575,Mavi,13 Mayıs 2020,Dizel,Otomatik,1598,136,362.500
MercedesBenz,MercedesBenz C 200 BlueTEC AMG,2016,56.217,Mavi,13 Mayıs 2020,Dizel,Otomatik,1598,136,329.500
MercedesBenz,MercedesBenz 4.0 R,2017,9.769,Yeşil,13 Mayıs 2020,Benzin,Otomatik,3501 - 4000,576 - 600,3.175.000
MercedesBenz,MercedesBenz 180 D AMG,2014,61.549,Siyah,13 Mayıs 2020,Dizel,Yarı Otomatik,1401 - 1600,101 - 125,177.000
MercedesBenz,MercedesBenz 180 AMG,2014,110.000,Füme,13 Mayıs 2020,Benzin,Otomatik,1595,156,272.500
MercedesBenz,MercedesBenz 180 D AMG,2015,99.000,Mor,13 Mayıs 2020,Dizel,Yarı Otomatik,1401 - 1600,101 - 125,229.500
MercedesBenz,MercedesBenz 45 AMG,2015,21.083,Siyah,13 Mayıs 2020,Benzin,Otomatik,1991,360,585.000
MercedesBenz,MercedesBenz 250 CGI AMG Premium,2010,64.000,Beyaz,12 Mayıs 2020,Benzin,Otomatik,1601 - 1800,201 - 225,268.000
MercedesBenz,MercedesBenz 200 CGI BlueEFFICIENCY Elegance,2011,118.000,Siyah,12 Mayıs 2020,Benzin,Otomatik,1601 - 1800,176 - 200,200.000
MercedesBenz,MercedesBenz 320,2000,365.000,Gri,12 Mayıs 2020,Benzin,Yarı Otomatik,3001 - 3500,201 - 225,95.000
MercedesBenz,MercedesBenz C 200 BlueTEC AMG,2016,102.000,Beyaz,12 Mayıs 2020,Dizel,Otomatik,1598,136,275.000
MercedesBenz,MercedesBenz CLK 270 CDI Avantgarde,2003,274.000,Gri,12 Mayıs 2020,Dizel,Otomatik,2685,170,119.750
MercedesBenz,MercedesBenz 180 D Comfort,2017,53.437,Beyaz,12 Mayıs 2020,Dizel,Otomatik,1461,109,223.000
MercedesBenz,MercedesBenz S 560,2020,13,Siyah,12 Mayıs 2020,Benzin,Otomatik,3501 - 4000,451 - 475,3.360.000
MercedesBenz,MercedesBenz C 200 d BlueTEC Comfort,2018,13.659,Gri,12 Mayıs 2020,Dizel,Otomatik,1598,136,332.000
MercedesBenz,MercedesBenz 220 CDI Elegance,2007,188.000,Siyah,12 Mayıs 2020,Dizel,Otomatik,2148,170,185.000
MercedesBenz,MercedesBenz 500 500 L,2003,280.000,Gri,12 Mayıs 2020,Benzin,Otomatik,4501 - 5000,301 - 325,185.000
MercedesBenz,MercedesBenz 200 d Exclusive,2020,0,Siyah,12 Mayıs 2020,Dizel,Otomatik,1401 - 1600,151 - 175,609.000
MercedesBenz,MercedesBenz C 180 Kompressor BlueEFFICIENCY AMG,2010,240.000,Beyaz,12 Mayıs 2020,Benzin,Otomatik,1597,156,133.750
MercedesBenz,MercedesBenz 350 350 L BlueTEC,2007,279.000,Siyah,12 Mayıs 2020,Benzin,Otomatik,3001 - 3500,251 - 275,234.900
MercedesBenz,MercedesBenz 180 Exclusive,2017,39.000,Gri,12 Mayıs 2020,Benzin,Otomatik,1595,156,409.900
MercedesBenz,MercedesBenz 180 D AMG,2016,77.000,Beyaz,12 Mayıs 2020,Dizel,Otomatik,1461,109,235.900
MercedesBenz,MercedesBenz 400 400 L CDI,2020,32,Siyah,12 Mayıs 2020,Dizel,Otomatik,2925,340,2.450.000
MercedesBenz,MercedesBenz 180 D Comfort,2017,48.544,Beyaz,12 Mayıs 2020,Dizel,Otomatik,1461,109,240.000
MercedesBenz,MercedesBenz C 200 D Comfort,2016,67.967,Diğer,12 Mayıs 2020,Dizel,Otomatik,1598,136,247.000
MercedesBenz,MercedesBenz C 180 Exclusive,2017,47.019,Gri (metalik),12 Mayıs 2020,Benzin,Otomatik,1595,156,415.000
MercedesBenz,MercedesBenz 220 D Exclusive,2016,55.000,Lacivert,12 Mayıs 2020,Dizel,Yarı Otomatik,1801 - 2000,176 - 200,538.950
MercedesBenz,MercedesBenz A 180 CDI BlueEFFICIENCY AMG Sport,2015,93.000,Beyaz,12 Mayıs 2020,Dizel,Yarı Otomatik,1461,109,199.950
MercedesBenz,MercedesBenz 320 Elegance,1997,267.000,Siyah,12 Mayıs 2020,LPG &amp; Benzin,Otomatik,3199,224,50.250
MercedesBenz,MercedesBenz C 180 BlueEFFICIENCY AMG,2012,144.500,Beyaz,12 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,159.900
MercedesBenz,MercedesBenz 320 320 L,1994,330.000,Siyah,12 Mayıs 2020,Benzin,Otomatik,3001 - 3500,226 - 250,55.750
MercedesBenz,MercedesBenz 200 Exclusive,2016,19.000,Siyah,12 Mayıs 2020,Benzin,Otomatik,1991,184,515.000
MercedesBenz,MercedesBenz C 180 Exclusive,2016,24.000,Siyah,12 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,335.000
MercedesBenz,MercedesBenz C 200 AMG,2018,15.000,Beyaz,12 Mayıs 2020,Benzin,Otomatik,1401 - 1600,176 - 200,392.000
MercedesBenz,MercedesBenz C 200 CGI Fascination,2011,184.000,Beyaz,12 Mayıs 2020,Benzin,Yarı Otomatik,1601 - 1800,176 - 200,174.900
MercedesBenz,MercedesBenz C 180 AMG 7G-Tronic,2014,74.000,Beyaz,12 Mayıs 2020,Benzin,Otomatik,1595,156,265.000
MercedesBenz,MercedesBenz C 180 AMG 7G-Tronic,2012,199.000,Beyaz,12 Mayıs 2020,Benzin,Otomatik,1796,156,146.000
MercedesBenz,MercedesBenz C 180 BlueEFFICIENCY Avantgarde,2009,139.000,Gri,12 Mayıs 2020,Benzin,Otomatik,1401 - 1600,151 - 175,149.900
MercedesBenz,MercedesBenz C 180 AMG 7G-Tronic,2015,190.000,Beyaz,12 Mayıs 2020,Benzin,Otomatik,1595,156,259.500
MercedesBenz,MercedesBenz 350 CDI Elegance,2011,100.000,Beyaz,12 Mayıs 2020,Dizel,Yarı Otomatik,2501 - 3000,226 - 250,267.500
MercedesBenz,MercedesBenz B 150 Special Edition,2008,126.700,Beyaz,12 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,76 - 100,110.000
MercedesBenz,MercedesBenz 180 Exclusive,2020,38,Mavi,12 Mayıs 2020,Dizel,Otomatik,1595,156,633.000
MercedesBenz,MercedesBenz 270 CDI Avantgarde,2003,530.000,Mavi (metalik),12 Mayıs 2020,Dizel,Otomatik,2685,177,112.000
MercedesBenz,MercedesBenz C 180 AMG 7G-Tronic,2013,85.300,Beyaz,11 Mayıs 2020,Benzin,Otomatik,1401 - 1600,151 - 175,164.900
MercedesBenz,MercedesBenz 180 D AMG,2014,130.000,Beyaz,11 Mayıs 2020,Dizel,Yarı Otomatik,1401 - 1600,101 - 125,207.000
MercedesBenz,MercedesBenz 350 CDI BlueEFFICIENCY,2012,310.978,Beyaz,11 Mayıs 2020,Dizel,Otomatik,2987,265,319.500
MercedesBenz,MercedesBenz A 180 CDI BlueEFFICIENCY Urban,2015,56.000,Beyaz,11 Mayıs 2020,Dizel,Yarı Otomatik,1401 - 1600,101 - 125,225.000
MercedesBenz,MercedesBenz C 200 Kompressor Avantgarde,2002,285.770,Gri,11 Mayıs 2020,Benzin,Yarı Otomatik,1801 - 2000,151 - 175,84.500
MercedesBenz,MercedesBenz 180 D AMG,2020,0,Gri,11 Mayıs 2020,Dizel,Yarı Otomatik,1401 - 1600,101 - 125,452.000
MercedesBenz,MercedesBenz B 180 BlueEFFICIENCY Sport,2012,44.527,Beyaz,11 Mayıs 2020,Benzin,Otomatik,1401 - 1600,101 - 125,171.500
MercedesBenz,MercedesBenz 200 Urban,2013,209.000,Beyaz,11 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,182.500
MercedesBenz,MercedesBenz 180 D AMG,2016,17.000,Beyaz,11 Mayıs 2020,Dizel,Otomatik,1461,109,290.000
MercedesBenz,MercedesBenz 350 350 L BlueTEC,2014,111.700,Siyah,11 Mayıs 2020,Dizel,Yarı Otomatik,2501 - 3000,251 - 275,875.000
MercedesBenz,MercedesBenz A 180 CDI BlueEFFICIENCY AMG,2015,103.000,Gri (Gümüş),11 Mayıs 2020,Dizel,Yarı Otomatik,1461,109,188.000
MercedesBenz,MercedesBenz 200 Kompressor Avantgarde,2005,100.440,Gri,11 Mayıs 2020,Benzin,Yarı Otomatik,1601 - 1800,151 - 175,174.900
MercedesBenz,MercedesBenz C 220 CDI AMG,2008,220.000,Gri (Gümüş),11 Mayıs 2020,Dizel,Otomatik,2148,170,125.000
MercedesBenz,MercedesBenz 200 Kompressor Avantgarde,2004,325.000,Siyah,11 Mayıs 2020,Benzin,Yarı Otomatik,1601 - 1800,151 - 175,115.000
MercedesBenz,MercedesBenz C 180 BlueEFFICIENCY Avantgarde,2012,158.000,Siyah,11 Mayıs 2020,Benzin,Otomatik,1595,156,149.900
MercedesBenz,MercedesBenz 200 Kompressor Avantgarde,2006,285.000,Siyah,11 Mayıs 2020,LPG &amp; Benzin,Otomatik,1796,163,138.000
MercedesBenz,MercedesBenz C 200 Elegance,1995,340.000,Kırmızı,11 Mayıs 2020,LPG &amp; Benzin,Düz,1998,136,44.500
MercedesBenz,MercedesBenz AMG GT Roadster,2017,10.375,Siyah,11 Mayıs 2020,Benzin,Otomatik,6208,591,2.695.000
MercedesBenz,MercedesBenz 350 350 L BlueTEC,2016,97.000,Siyah,11 Mayıs 2020,Dizel,Otomatik,2501 - 3000,251 - 275,1.230.000
MercedesBenz,MercedesBenz C 200 Kompressor Avantgarde,2001,280.000,Lacivert,11 Mayıs 2020,Benzin,Yarı Otomatik,1801 - 2000,151 - 175,79.500
MercedesBenz,MercedesBenz 320 320 CDI L,2010,250.000,Siyah,11 Mayıs 2020,Dizel,Otomatik,3001 - 3500,226 - 250,355.000
MercedesBenz,MercedesBenz 230.6,1972,147.000,Bej,11 Mayıs 2020,Benzin,Düz,1801 - 2000,101 - 125,100.000
MercedesBenz,MercedesBenz C 180 Exclusive,2014,80.000,Beyaz,11 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,229.000
MercedesBenz,MercedesBenz C 180 Comfort 9G-Tronic,2017,44.000,Beyaz,11 Mayıs 2020,Benzin,Otomatik,1595,156,273.400
MercedesBenz,MercedesBenz C 200 BlueTEC AMG,2016,137.000,Siyah,11 Mayıs 2020,Dizel,Otomatik,1598,136,249.500
MercedesBenz,MercedesBenz 180 D AMG,2020,0,Mavi,11 Mayıs 2020,Dizel,Yarı Otomatik,1401 - 1600,101 - 125,453.000
MercedesBenz,MercedesBenz 250 CGI BlueEFFICIENCY Elegance,2011,250.000,Siyah,11 Mayıs 2020,Benzin,Yarı Otomatik,1601 - 1800,201 - 225,205.900
MercedesBenz,MercedesBenz 45 AMG,2019,2.000,Gri,11 Mayıs 2020,Benzin,Yarı Otomatik,1801 - 2000,401 - 425,1.085.000
MercedesBenz,MercedesBenz C 220 CDI Avantgarde,2009,299.000,Beyaz,11 Mayıs 2020,Dizel,Otomatik,2148,170,135.000
MercedesBenz,MercedesBenz 200 Elegance,1996,274.000,Lacivert,11 Mayıs 2020,Benzin,Otomatik,1801 - 2000,126 - 150,49.250
MercedesBenz,MercedesBenz E,1987,295.000,Yeşil,11 Mayıs 2020,Benzin,Düz,2299,132,26.750
MercedesBenz,MercedesBenz B 180 CDI BlueEFFICIENCY Sport,2014,138.000,Beyaz,11 Mayıs 2020,Dizel,Yarı Otomatik,1461,109,168.000
MercedesBenz,MercedesBenz 200 Kompressor Elegance,1999,240.000,Lacivert,10 Mayıs 2020,Benzin,Yarı Otomatik,1801 - 2000,176 - 200,76.750
MercedesBenz,MercedesBenz B 150 Prestige,2008,118.500,Siyah,10 Mayıs 2020,Benzin,Otomatik,1498,95,79.500
MercedesBenz,MercedesBenz C 200 d BlueTEC AMG,2016,70.000,Beyaz,10 Mayıs 2020,Dizel,Otomatik,1598,136,329.000
MercedesBenz,MercedesBenz 220 D Avantgarde,2016,93.000,Beyaz,10 Mayıs 2020,Dizel,Yarı Otomatik,1801 - 2000,176 - 200,590.000
MercedesBenz,MercedesBenz 250 TD Classic,1987,1,Füme,10 Mayıs 2020,Dizel,Düz,2497,90,30.000
MercedesBenz,MercedesBenz C 180 AMG 7G-Tronic,2011,140.000,Beyaz,10 Mayıs 2020,Benzin,Otomatik,1796,156,174.000
MercedesBenz,MercedesBenz 200,1995,356,Lacivert,10 Mayıs 2020,Benzin,Düz,1997,136,41.000
MercedesBenz,MercedesBenz 270 CDI Avantgarde,2004,290.000,Gri,10 Mayıs 2020,Dizel,Otomatik,2685,177,119.750
MercedesBenz,MercedesBenz 350 CDI Premium,2011,290.000,Siyah,10 Mayıs 2020,Dizel,Otomatik,2501 - 3000,251 - 275,265.000
MercedesBenz,MercedesBenz D,1986,276.000,Beyaz,10 Mayıs 2020,Dizel,Düz,2001 - 2500,76 - 100,22.500
MercedesBenz,MercedesBenz 200 d Exclusive,2020,0,Siyah,10 Mayıs 2020,Dizel,Otomatik,1401 - 1600,151 - 175,615.000
MercedesBenz,MercedesBenz CLK 200 Kompressor Avantgarde,2007,165.000,Siyah,10 Mayıs 2020,Benzin,Otomatik,1796,163,138.000
MercedesBenz,MercedesBenz C 200 BlueTEC AMG,2017,42.000,Beyaz,10 Mayıs 2020,Dizel,Otomatik,1598,136,330.000
MercedesBenz,MercedesBenz A 180 CDI BlueEFFICIENCY AMG,2017,29.540,Beyaz,10 Mayıs 2020,Dizel,Yarı Otomatik,1461,109,219.900
MercedesBenz,MercedesBenz C 200 BlueTEC Style,2016,109.000,Siyah,10 Mayıs 2020,Dizel,Otomatik,1598,136,245.750
MercedesBenz,MercedesBenz 200 Elegance,1996,346.000,Gri (Gümüş),10 Mayıs 2020,LPG &amp; Benzin,Otomatik,1801 - 2000,126 - 150,58.000
MercedesBenz,MercedesBenz C 180 AMG 7G-Tronic,2013,109.000,Beyaz,10 Mayıs 2020,Benzin,Otomatik,1796,156,190.999
MercedesBenz,MercedesBenz C 200 BlueTEC AMG,2016,50.499,Beyaz,10 Mayıs 2020,Dizel,Otomatik,1598,136,322.000
MercedesBenz,MercedesBenz 160 BlueEFFICIENCY,2011,76.000,Beyaz,10 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,126 - 150,127.500
MercedesBenz,MercedesBenz 250 CGI AMG,2011,205.500,Beyaz,10 Mayıs 2020,Benzin,Yarı Otomatik,1601 - 1800,201 - 225,176.999
MercedesBenz,MercedesBenz 180 AMG,2017,69.000,Lacivert,10 Mayıs 2020,Benzin,Otomatik,1595,156,415.000
MercedesBenz,MercedesBenz C 180 Exclusive,2016,82.000,Beyaz,10 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,305.000
MercedesBenz,MercedesBenz 350 350 L BlueTEC,2015,112.000,Siyah,10 Mayıs 2020,Dizel,Yarı Otomatik,2501 - 3000,251 - 275,1.195.000
MercedesBenz,MercedesBenz A 180 d Style,2018,39.000,Beyaz,10 Mayıs 2020,Dizel,Yarı Otomatik,1401 - 1600,101 - 125,242.500
MercedesBenz,MercedesBenz 250 D,1993,303.000,Mavi,10 Mayıs 2020,Dizel,Düz,2001 - 2500,101 - 125,44.500
MercedesBenz,MercedesBenz 180 Edition E,2016,82.250,Beyaz,10 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,327.500
MercedesBenz,MercedesBenz C 200 Kompressor Avantgarde,2003,210.000,Mavi,10 Mayıs 2020,Benzin,Yarı Otomatik,1601 - 1800,151 - 175,92.000
MercedesBenz,MercedesBenz C 200 d BlueTEC Comfort,2017,85.000,Beyaz,10 Mayıs 2020,Dizel,Otomatik,1598,136,279.000
MercedesBenz,MercedesBenz A 150 Trend,2005,241.236,Gri,10 Mayıs 2020,Benzin,Düz,1498,95,57.500
MercedesBenz,MercedesBenz C 200 BlueTEC AMG,2018,15.295,Siyah,10 Mayıs 2020,Dizel,Otomatik,1598,136,389.500
MercedesBenz,MercedesBenz C 200 BlueTEC AMG,2017,34.000,Beyaz,10 Mayıs 2020,Dizel,Otomatik,1598,136,338.000
MercedesBenz,MercedesBenz 220 CDI Avantgarde,2008,184.000,Siyah,10 Mayıs 2020,Dizel,Yarı Otomatik,2001 - 2500,151 - 175,220.000
MercedesBenz,MercedesBenz C 200 BlueTEC AMG,2018,35.000,Beyaz,10 Mayıs 2020,Dizel,Yarı Otomatik,1401 - 1600,126 - 150,389.500
MercedesBenz,MercedesBenz C 180 BlueEFFICIENCY Avantgarde,2013,180.000,Siyah,10 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,147.500
MercedesBenz,MercedesBenz D,1988,450.000,Beyaz,10 Mayıs 2020,Dizel,Otomatik,2001 - 2500,126 - 150,42.000
MercedesBenz,MercedesBenz 200 Kompressor Avantgarde,2001,238.000,Kahverengi,10 Mayıs 2020,Benzin,Yarı Otomatik,1801 - 2000,151 - 175,122.000
MercedesBenz,MercedesBenz 350 CDI BlueEFFICIENCY Elegance,2011,250.000,Beyaz,10 Mayıs 2020,Dizel,Yarı Otomatik,2501 - 3000,226 - 250,218.000
MercedesBenz,MercedesBenz C 180 Kompressor BlueEFFICIENCY AMG,2011,106.000,Beyaz,10 Mayıs 2020,Benzin,Yarı Otomatik,1401 - 1600,151 - 175,177.500
MercedesBenz,MercedesBenz C 200 D AMG,2016,63.148,Beyaz,10 Mayıs 2020,Dizel,Yarı Otomatik,1598,126 - 150,298.000
MercedesBenz,MercedesBenz 200 Elegance,1996,450.000,Siyah,10 Mayıs 2020,Benzin,Otomatik,1801 - 2000,126 - 150,60.000
MercedesBenz,MercedesBenz C 200 BlueTEC AMG,2016,78.000,Beyaz,10 Mayıs 2020,Dizel,Otomatik,1598,136,309.900
MercedesBenz,MercedesBenz S 500,2016,69.624,Siyah,10 Mayıs 2020,Benzin,Otomatik,4663,455,2.590.000
MercedesBenz,MercedesBenz 300 AMG,2020,2.009,Siyah,10 Mayıs 2020,Dizel,Otomatik,1597,162,605.000
MercedesBenz,MercedesBenz 320 320 L,2000,448.000,Mavi,10 Mayıs 2020,Benzin,Otomatik,3199,224,116.500
MercedesBenz,MercedesBenz 190 E 2.6,1988,260.000,Beyaz,09 Mayıs 2020,LPG &amp; Benzin,Düz,1801 - 2000,101 - 125,31.000
MercedesBenz,MercedesBenz C 220 CDI Avantgarde,2008,305.000,Siyah,09 Mayıs 2020,Dizel,Otomatik,2148,170,119.000
